Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.uv.xver.json	3045	-	0	0	1	0	0	0	2	1054	0	0	0	0	0	0	0	2	0	0	673	301	0	0	0	43	0	2
input/definitions/package/StructureDefinition-ext-R5-Account.balance.json	47036	6	0	12	1	0	1	0	1	656	0	0	0	0	0	0	0	0	0	0	78	244	0	0	0	5	0	0
input/definitions/package/StructureDefinition-ext-R5-Account.billingStatus.json	10331	3	0	16	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	40	178	0	0	0	2	0	0
input/definitions/package/StructureDefinition-ext-R5-Account.calculatedAt.json	9174	2	0	21	1	0	0	0	0	603	0	0	1	0	0	0	0	0	0	0	38	103	0	0	0	1	1	1
input/definitions/package/StructureDefinition-ext-R5-Account.currency.json	9423	3	0	21	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	37	101	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Account.diagnosis.json	92908	4	0	31	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	125	183	0	0	0	6	0	0
input/definitions/package/StructureDefinition-ext-R5-Account.procedure.json	92840	5	0	29	1	0	0	0	0	603	0	0	0	0	0	0	0	1	0	0	123	207	0	0	0	4	0	0
input/definitions/package/StructureDefinition-ext-R5-Account.relatedAccount.json	29609	3	0	22	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	56	115	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.asNeeded.json	10398	2	0	10	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	39	102	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.copyrightLabel.json	10050	3	0	6	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	38	100	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.dosage.json	9994	2	0	6	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	36	100	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.kind.json	10592	3	0	6	1	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	39	98	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.location.json	38118	3	0	9	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	62	121	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.oRR.json	10510	2	0	6	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	38	94	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.observationRequirement.json	10590	3	0	6	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	38	95	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.pa.function.json	9875	2	0	6	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	36	100	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.pa.type.json	10744	3	0	6	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	38	97	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.pa.typeCanonical.json	9621	2	0	6	1	0	0	0	0	602	0	0	0	0	0	0	0	0	0	0	34	90	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.pa.typeReference.json	11137	3	0	6	0	0	0	0	0	627	0	0	0	0	0	0	0	0	0	0	37	95	0	0	0	1	0	1
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.product.json	11558	2	0	6	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	40	99	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.relatedArtifact.json	10151	3	0	6	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	0	39	116	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.specimenRequirement.json	10533	2	0	6	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	35	93	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.subject.json	13642	3	0	6	0	0	0	0	0	614	0	0	0	0	0	0	0	0	0	0	45	98	0	1	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ActivityDefinition.versionAlgorithm.json	9873	2	0	30	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	39	93	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ActorDefinition.json	198763	6	0	19	0	0	0	0	0	625	0	0	0	0	0	0	0	1	0	0	241	214	0	0	0	6	0	0
input/definitions/package/StructureDefinition-ext-R5-AdministrableProductDefinition.json	262191	8	0	22	1	0	0	0	0	635	0	0	0	0	0	0	0	1	0	0	315	281	0	0	0	9	0	1
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.contributingFactor.json	23233	3	0	7	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	0	53	104	0	0	0	1	0	0
