URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-FHIR-version-for-R4,0.0.1-ballot,draft,,R5-FHIR-version-for-R4,Cross-version VS for R5.FHIRVersion for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/FHIR-version|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"hl7.fhir.r4.core"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-action-participant-type-for-R4,0.0.1-ballot,draft,,R5-action-participant-type-for-R4,Cross-version VS for R5.ActionParticipantType for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/action-participant-type|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"hl7.fhir.r4.core"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-additional-binding-purpose-for-R4,0.0.1-ballot,draft,,R5-additional-binding-purpose-for-R4,Cross-version VS for R5.AdditionalBindingPurposeVS for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/additional-binding-purpose|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"FHIR"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-adverse-event-status-for-R4,0.0.1-ballot,draft,,R5-adverse-event-status-for-R4,Cross-version VS for R5.AdverseEventStatus for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/adverse-event-status|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"hl7.fhir.r4.core"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-allergyintolerance-verification-for-R4,0.0.1-ballot,draft,,R5-allergyintolerance-verification-for-R4,Cross-version VS for R5.AllergyIntoleranceVerificationStatus for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/allergyintolerance-verification|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"THO"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-appointmentresponse-status-for-R4,0.0.1-ballot,draft,,R5-appointmentresponse-status-for-R4,Cross-version VS for R5.AppointmentResponseStatus for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/appointmentresponse-status|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"hl7.fhir.r4.core"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-artifactassessment-disposition-for-R4,0.0.1-ballot,draft,,R5-artifactassessment-disposition-for-R4,Cross-version VS for R5.ArtifactAssessmentDisposition for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/artifactassessment-disposition|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"FHIR"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-artifactassessment-information-type-for-R4,0.0.1-ballot,draft,,R5-artifactassessment-information-type-for-R4,Cross-version VS for R5.ArtifactAssessmentInformationType for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/artifactassessment-information-type|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"FHIR"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-artifactassessment-workflow-status-for-R4,0.0.1-ballot,draft,,R5-artifactassessment-workflow-status-for-R4,Cross-version VS for R5.ArtifactAssessmentWorkflowStatus for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/artifactassessment-workflow-status|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"FHIR"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-assert-manual-completion-codes-for-R4,0.0.1-ballot,draft,,R5-assert-manual-completion-codes-for-R4,Cross-version VS for R5.AssertionManualCompletionType for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/assert-manual-completion-codes|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"FHIR"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-assert-operator-codes-for-R4,0.0.1-ballot,draft,,R5-assert-operator-codes-for-R4,Cross-version VS for R5.AssertionOperatorType for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/assert-operator-codes|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"hl7.fhir.r4.core"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-assert-response-code-types-for-R4,0.0.1-ballot,draft,,R5-assert-response-code-types-for-R4,Cross-version VS for R5.AssertionResponseTypes for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/assert-response-code-types|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"hl7.fhir.r4.core"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-audit-event-severity-for-R4,0.0.1-ballot,draft,,R5-audit-event-severity-for-R4,Cross-version VS for R5.AuditEventSeverity for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/audit-event-severity|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"FHIR"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-biologicallyderivedproductdispense-status-for-R4,0.0.1-ballot,draft,,R5-biologicallyderivedproductdispense-status-for-R4,Cross-version VS for R5.BiologicallyDerivedProductDispenseCodes for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/biologicallyderivedproductdispense-status|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"FHIR"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-bundle-type-for-R4,0.0.1-ballot,draft,,R5-bundle-type-for-R4,Cross-version VS for R5.BundleType for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/bundle-type|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.",,"hl7.fhir.r4.core"
